Date;SPX;LIBOR
24.11.1994;627.6761;0.059375
25.11.1994;631.2048;0.059375
28.11.1994;633.9325;0.059375
29.11.1994;635.3744;0.060625
30.11.1994;633.3268;0.061875
01.12.1994;626.7831;0.0625
02.12.1994;632.994;0.06375
05.12.1994;633.1241;0.06375
06.12.1994;632.8519;0.064375
07.12.1994;630.2461;0.063125
08.12.1994;622.1964;0.06375
09.12.1994;624.5633;0.06375
12.12.1994;628.1197;0.06375
13.12.1994;629.1153;0.064375
14.12.1994;635.8637;0.064375
15.12.1994;636.4314;0.06375
16.12.1994;641.276;0.063125
19.12.1994;640.0362;0.06375
20.12.1994;638.9355;0.06375
21.12.1994;642.455;0.063125
22.12.1994;642.5444;0.063125
23.12.1994;643.2561;0.06375
26.12.1994;643.2561;0.06375
27.12.1994;646.9662;0.06375
28.12.1994;644.7139;0.065
29.12.1994;645.1583;0.065
30.12.1994;642.6884;0.065
02.01.1995;642.6884;0.065
03.01.1995;642.4831;0.065
04.01.1995;644.9049;0.065
05.01.1995;644.4634;0.064375
06.01.1995;644.9417;0.064375
09.01.1995;645.2282;0.06375
10.01.1995;646.4234;0.06375
11.01.1995;646.3954;0.0633594
12.01.1995;646.3674;0.0625
13.01.1995;652.5524;0.0625
16.01.1995;657.3278;0.061875
17.01.1995;658.2823;0.061875
18.01.1995;657.8279;0.063125
19.01.1995;653.96;0.06375
20.01.1995;650.9213;0.063125
23.01.1995;652.3994;0.063125
24.01.1995;652.5317;0.063125
25.01.1995;654.8428;0.06375
26.01.1995;656.1013;0.063125
27.01.1995;659.0076;0.063125
30.01.1995;656.4985;0.063125
31.01.1995;659.3548;0.063125
01.02.1995;659.368;0.063125
02.02.1995;662.8103;0.063125
03.02.1995;671.0735;0.063125
06.02.1995;674.9041;0.0625
07.02.1995;674.5072;0.0625
08.02.1995;675.1051;0.0625
09.02.1995;673.8464;0.0625
10.02.1995;675.7562;0.0625
13.02.1995;676.1869;0.063125
14.02.1995;677.577;0.063125
15.02.1995;680.4339;0.0625
16.02.1995;681.3952;0.0625
17.02.1995;676.9675;0.0625
20.02.1995;676.9675;0.0625
21.02.1995;678.0775;0.0625
22.02.1995;681.4391;0.0625
23.02.1995;684.1756;0.061875
24.02.1995;685.8887;0.0623438
27.02.1995;679.9879;0.0625
28.02.1995;685.0508;0.0625
01.03.1995;682.8019;0.0625
02.03.1995;682.0955;0.0625
03.03.1995;682.6427;0.0625
06.03.1995;683.0626;0.063125
07.03.1995;678.16;0.063125
08.03.1995;679.5993;0.063125
09.03.1995;679.98;0.063125
10.03.1995;689.0112;0.063125
13.03.1995;689.7331;0.063125
14.03.1995;693.7576;0.0625
15.03.1995;692.3753;0.0625
16.03.1995;697.3898;0.0625
17.03.1995;697.555;0.0625
20.03.1995;698.4433;0.0625
21.03.1995;696.9359;0.0625
22.03.1995;697.783;0.0625
23.03.1995;698.1771;0.0625
24.03.1995;705.2462;0.0625
27.03.1995;708.6916;0.0625
28.03.1995;709.6844;0.0625
29.03.1995;708.5873;0.0630469
30.03.1995;707.3676;0.0625
31.03.1995;705.2614;0.0625
03.04.1995;707.0081;0.063125
04.04.1995;711.9707;0.063125
05.04.1995;712.573;0.0625
06.04.1995;713.2922;0.0625
07.04.1995;713.8366;0.0625
10.04.1995;714.695;0.0625
11.04.1995;712.6088;0.0625
12.04.1995;714.9773;0.0625
13.04.1995;717.8868;0.0625
14.04.1995;717.8868;0.0625
17.04.1995;713.5928;0.0625
18.04.1995;712.5452;0.0625
19.04.1995;711.9235;0.0625
20.04.1995;712.4452;0.0625
21.04.1995;716.9571;0.061875
24.04.1995;723.3065;0.061875
25.04.1995;722.2797;0.061875
26.04.1995;723.1304;0.061875
27.04.1995;724.386;0.061875
28.04.1995;726.0286;0.061875
01.05.1995;725.5535;0.061875
02.05.1995;726.5129;0.061875
03.05.1995;734.4753;0.061875
04.05.1995;734.7877;0.061875
05.05.1995;734.2521;0.060625
08.05.1995;739.9192;0.060625
09.05.1995;739.6506;0.06125
10.05.1995;740.8502;0.060625
11.05.1995;740.972;0.06125
12.05.1995;742.6587;0.06125
15.05.1995;745.9561;0.06125
16.05.1995;746.7002;0.06125
17.05.1995;745.1223;0.06125
18.05.1995;734.5854;0.06125
19.05.1995;734.3733;0.06125
22.05.1995;740.7545;0.06125
23.05.1995;747.7729;0.06125
24.05.1995;747.8752;0.06125
25.05.1995;748.0435;0.060625
26.05.1995;741.1821;0.060625
29.05.1995;741.1821;0.060625
30.05.1995;741.1178;0.060625
31.05.1995;755.031;0.060625
01.06.1995;755.2247;0.060625
02.06.1995;753.9607;0.06
05.06.1995;758.3358;0.05875
06.06.1995;758.3883;0.059375
07.06.1995;754.9613;0.059375
08.06.1995;753.9504;0.0603906
09.06.1995;747.7121;0.060625
12.06.1995;751.9129;0.060625
13.06.1995;759.5569;0.060625
14.06.1995;760.2005;0.06
15.06.1995;761.1277;0.06
16.06.1995;764.971;0.060625
19.06.1995;772.657;0.060625
20.06.1995;772.3303;0.0603125
21.06.1995;770.9217;0.06
22.06.1995;781.0179;0.06
23.06.1995;779.1011;0.059375
26.06.1995;771.1994;0.059375
27.06.1995;768.791;0.06
28.06.1995;772.3678;0.06
29.06.1995;771.1547;0.06
30.06.1995;772.5649;0.0605859
03.07.1995;775.927;0.06
04.07.1995;775.927;0.06
05.07.1995;776.2945;0.06
06.07.1995;786.0377;0.0594922
07.07.1995;789.548;0.058125
10.07.1995;790.7139;0.05875
11.07.1995;787.312;0.05875
12.07.1995;796.042;0.05875
13.07.1995;796.2211;0.058125
14.07.1995;794.6457;0.058125
17.07.1995;798.6623;0.05875
18.07.1995;792.694;0.05875
19.07.1995;782.1597;0.05875
20.07.1995;785.8083;0.0592188
21.07.1995;785.935;0.05875
24.07.1995;790.2081;0.059375
25.07.1995;796.5539;0.0593359
26.07.1995;797.3286;0.0588281
27.07.1995;802.5792;0.0591797
28.07.1995;799.3553;0.05875
31.07.1995;798.1833;0.05875
01.08.1995;794.7553;0.05875
02.08.1995;793.7172;0.05875
03.08.1995;793.8596;0.05875
04.08.1995;794.1855;0.05875
07.08.1995;795.8142;0.05875
08.08.1995;796.4052;0.05875
09.08.1995;795.557;0.05875
10.08.1995;792.5553;0.05875
11.08.1995;789.3735;0.05875
14.08.1995;796.0319;0.059375
15.08.1995;794.4758;0.059375
16.08.1995;796.6572;0.0594141
17.08.1995;795.3788;0.059375
18.08.1995;795.7111;0.059375
21.08.1995;794.1644;0.059375
22.08.1995;796.2126;0.059375
23.08.1995;792.9443;0.059375
24.08.1995;793.415;0.059375
25.08.1995;797.19;0.0589844
28.08.1995;795.7063;0.0589844
29.08.1995;797.1715;0.05875
30.08.1995;798.7408;0.05875
31.08.1995;800.1662;0.0588281
01.09.1995;802.9814;0.05875
04.09.1995;802.9814;0.05875
05.09.1995;810.7117;0.05875
06.09.1995;812.2956;0.05875
07.09.1995;812.5197;0.05875
08.09.1995;815.9355;0.05875
11.09.1995;817.724;0.05875
12.09.1995;821.4396;0.05875
13.09.1995;825.0527;0.05875
14.09.1995;831.9786;0.0587109
15.09.1995;831.6095;0.058125
18.09.1995;831.0668;0.058125
19.09.1995;833.1301;0.058125
20.09.1995;836.826;0.058125
21.09.1995;831.491;0.058125
22.09.1995;829.6821;0.0583594
25.09.1995;829.8029;0.0586719
26.09.1995;829.2324;0.0587109
27.09.1995;829.1102;0.05875
28.09.1995;836.0204;0.059375
29.09.1995;833.9371;0.0595313
02.10.1995;830.1199;0.059375
03.10.1995;831.0328;0.059375
04.10.1995;829.9177;0.059375
05.10.1995;831.8638;0.059375
06.10.1995;831.7444;0.059375
09.10.1995;825.8614;0.059375
10.10.1995;824.6476;0.059375
11.10.1995;827.5334;0.059375
12.10.1995;832.7608;0.059375
13.10.1995;834.7628;0.059375
16.10.1995;832.6634;0.059375
17.10.1995;838.019;0.059375
18.10.1995;839.1088;0.059375
19.10.1995;843.7119;0.059375
20.10.1995;839.1629;0.059375
23.10.1995;835.7478;0.059375
24.10.1995;837.862;0.059375
25.10.1995;832.1012;0.059375
26.10.1995;823.9266;0.059375
27.10.1995;828.2709;0.059375
30.10.1995;833.4437;0.059375
31.10.1995;830.9476;0.059375
01.11.1995;834.9663;0.059375
02.11.1995;843.0324;0.0590625
03.11.1995;844.3001;0.05875
06.11.1995;841.3578;0.05875
07.11.1995;838.3358;0.05875
08.11.1995;846.2337;0.05875
09.11.1995;848.7035;0.05875
10.11.1995;847.9726;0.05875
13.11.1995;847.5245;0.05875
14.11.1995;843.3153;0.05875
15.11.1995;850.2228;0.05875
16.11.1995;855.1236;0.05875
17.11.1995;859.0395;0.05875
20.11.1995;854.5597;0.0586328
21.11.1995;859.5202;0.0586719
22.11.1995;856.9028;0.0586719
23.11.1995;856.9028;0.05875
24.11.1995;859.176;0.0586719
27.11.1995;861.1121;0.0587109
28.11.1995;868.5637;0.05875
29.11.1995;870.6473;0.05875
30.11.1995;867.4043;0.05875
01.12.1995;869.7256;0.0582813
04.12.1995;879.3798;0.058125
05.12.1995;885.1883;0.058125
06.12.1995;888.9864;0.058125
07.12.1995;883.2752;0.0580859
08.12.1995;885.1596;0.0580859
11.12.1995;888.1133;0.058125
12.12.1995;887.0567;0.058125
13.12.1995;891.6035;0.058125
14.12.1995;884.8152;0.058125
15.12.1995;883.9903;0.058125
18.12.1995;870.3744;0.058125
19.12.1995;877.7195;0.058125
20.12.1995;869.1711;0.0566797
21.12.1995;875.7308;0.0567969
22.12.1995;877.8471;0.0567969
25.12.1995;877.8471;0.0567969
26.12.1995;881.211;0.0567969
27.12.1995;882.0161;0.056875
28.12.1995;881.4541;0.0562891
29.12.1995;884.0762;0.05625
01.01.1996;884.0762;0.05625
02.01.1996;890.9674;0.05625
03.01.1996;891.9769;0.05625
04.01.1996;886.7904;0.0560547
05.01.1996;885.3696;0.0560547
08.01.1996;888.1378;0.0560156
09.01.1996;875.2817;0.0559766
10.01.1996;859.5986;0.0558984
11.01.1996;865.6795;0.0560938
12.01.1996;864.4171;0.0559766
15.01.1996;861.5587;0.0557422
16.01.1996;873.9401;0.055625
17.01.1996;871.0476;0.0555859
18.01.1996;873.8153;0.0554688
19.01.1996;878.975;0.055
22.01.1996;881.2305;0.055
23.01.1996;880.3674;0.055
24.01.1996;890.7042;0.055
25.01.1996;886.4983;0.055
26.01.1996;893.0929;0.055
29.01.1996;896.9919;0.0544141
30.01.1996;905.5415;0.0542578
31.01.1996;914.1116;0.05375
01.02.1996;917.7921;0.053125
02.02.1996;914.0791;0.053125
05.02.1996;922.1809;0.053125
06.02.1996;929.2492;0.053125
07.02.1996;934.58;0.0530078
08.02.1996;943.6158;0.0530469
09.02.1996;944.1013;0.0527734
12.02.1996;951.4638;0.0525781
13.02.1996;950.3634;0.0525
14.02.1996;943.3903;0.0525
15.02.1996;937.4323;0.0525
16.02.1996;932.7447;0.0525
19.02.1996;932.7447;0.0525
20.02.1996;922.2077;0.0525
21.02.1996;933.0944;0.0529297
22.02.1996;948.6238;0.0526953
23.02.1996;948.9642;0.0525
26.02.1996;936.5651;0.0525
27.02.1996;932.027;0.0525
28.02.1996;928.7244;0.0526953
29.02.1996;922.5761;0.0530469
01.03.1996;928.2722;0.053125
04.03.1996;937.7062;0.0528516
05.03.1996;944.9772;0.0525391
06.03.1996;939.7975;0.0529297
07.03.1996;942.2404;0.0530078
08.03.1996;913.1952;0.0530859
11.03.1996;922.6379;0.0541406
12.03.1996;918.4205;0.0541016
13.03.1996;920.9531;0.0541406
14.03.1996;924.3128;0.0542188
15.03.1996;925.1525;0.0542188
18.03.1996;941.3798;0.054375
19.03.1996;940.0175;0.054375
20.03.1996;937.5617;0.054375
21.03.1996;936.4786;0.054375
22.03.1996;938.5442;0.054375
25.03.1996;937.7075;0.054375
26.03.1996;941.9341;0.054375
27.03.1996;936.3608;0.054375
28.03.1996;936.419;0.0546875
29.03.1996;931.4551;0.0547266
01.04.1996;943.3396;0.0546484
02.04.1996;945.7244;0.0546875
03.04.1996;946.6349;0.0546094
04.04.1996;946.677;0.0546484
05.04.1996;946.677;0.0546484
08.04.1996;930.2355;0.0546484
09.04.1996;927.2917;0.0553125
10.04.1996;914.775;0.0553516
11.04.1996;911.514;0.0553516
12.04.1996;919.5001;0.0552344
15.04.1996;927.8473;0.055
16.04.1996;931.4721;0.055
17.04.1996;926.7002;0.055
18.04.1996;929.6226;0.055
19.04.1996;931.7314;0.055
22.04.1996;935.8045;0.0548438
23.04.1996;941.1475;0.0548438
24.04.1996;939.1453;0.0548047
25.04.1996;943.0523;0.0548828
26.04.1996;944.0151;0.0548828
29.04.1996;945.0572;0.0548438
30.04.1996;945.1574;0.0548438
01.05.1996;945.8496;0.055
02.05.1996;929.8102;0.055
03.05.1996;927.3215;0.0552734
06.05.1996;926.2205;0.0552734
07.05.1996;922.5596;0.055
08.05.1996;932.2162;0.055
09.05.1996;933.4157;0.055
10.05.1996;943.1125;0.055
13.05.1996;956.9096;0.055
14.05.1996;962.9976;0.055
15.05.1996;962.8808;0.0548047
16.05.1996;962.16;0.0548828
17.05.1996;968.4282;0.0549609
20.05.1996;974.6593;0.055
21.05.1996;974.1048;0.0549219
22.05.1996;982.4349;0.0549219
23.05.1996;978.9551;0.0548828
24.05.1996;982.6042;0.0549219
27.05.1996;982.6042;0.0549219
28.05.1996;973.5158;0.0549219
29.05.1996;967.5286;0.0548047
30.05.1996;973.1529;0.055
31.05.1996;969.4658;0.055
03.06.1996;967.388;0.0553125
04.06.1996;974.5103;0.0553516
05.06.1996;983.2972;0.0553516
06.06.1996;975.628;0.0553906
07.06.1996;976.0473;0.055
10.06.1996;974.4247;0.0560156
11.06.1996;972.7008;0.0560547
12.06.1996;970.3365;0.0560938
13.06.1996;968.7616;0.0561328
14.06.1996;965.7679;0.0559766
17.06.1996;964.8056;0.0558203
18.06.1996;960.3235;0.055625
19.06.1996;960.1889;0.055625
20.06.1996;960.4292;0.055625
21.06.1996;967.3274;0.0557813
24.06.1996;970.2431;0.0556641
25.06.1996;969.7136;0.055625
26.06.1996;964.0803;0.0557031
27.06.1996;970.1296;0.0559766
28.06.1996;973.1479;0.0558203
01.07.1996;980.9193;0.055625
02.07.1996;977.8162;0.055625
03.07.1996;976.0727;0.0559766
04.07.1996;976.0727;0.0557031
05.07.1996;954.3828;0.0557422
08.07.1996;947.5526;0.056875
09.07.1996;950.8508;0.056875
10.07.1996;952.7982;0.056875
11.07.1996;937.8011;0.056875
12.07.1996;938.5564;0.0567578
15.07.1996;914.7523;0.0567578
16.07.1996;912.6753;0.0568359
17.07.1996;921.0402;0.0566016
18.07.1996;934.9091;0.0566016
19.07.1996;927.8947;0.05625
22.07.1996;920.6892;0.05625
23.07.1996;910.6787;0.05625
24.07.1996;910.3806;0.05625
25.07.1996;916.951;0.05625
26.07.1996;923.8226;0.05625
29.07.1996;916.6994;0.0564063
30.07.1996;923.0621;0.056875
31.07.1996;930.1302;0.0567578
01.08.1996;944.9551;0.0563281
02.08.1996;963.1393;0.0558594
05.08.1996;959.9354;0.0555078
06.08.1996;963.0875;0.0553906
07.08.1996;965.8147;0.0553906
08.08.1996;963.5572;0.0553906
09.08.1996;963.085;0.0553516
12.08.1996;968.4723;0.055
13.08.1996;960.6306;0.055
14.08.1996;963.4687;0.055
15.08.1996;963.8622;0.055
16.08.1996;968.2399;0.055
19.08.1996;970.2626;0.055
20.08.1996;969.0579;0.055
21.08.1996;968.2781;0.055
22.08.1996;976.4721;0.0549219
23.08.1996;971.1937;0.0548438
26.08.1996;966.6101;0.0548438
27.08.1996;970.2869;0.0553125
28.08.1996;968.2272;0.0553125
29.08.1996;957.6023;0.0555078
30.08.1996;949.7535;0.055625
02.09.1996;949.7535;0.0558203
03.09.1996;953.7336;0.0565625
04.09.1996;955.4132;0.0563672
05.09.1996;946.5047;0.0565625
06.09.1996;955.6741;0.0565625
09.09.1996;967.4675;0.05625
10.09.1996;967.6627;0.05625
11.09.1996;972.9035;0.05625
12.09.1996;978.8628;0.05625
13.09.1996;992.5597;0.05625
16.09.1996;997.8535;0.055625
17.09.1996;996.3363;0.055625
18.09.1996;994.2327;0.05625
19.09.1996;996.5227;0.05625
20.09.1996;1002.4054;0.0562891
23.09.1996;1001.6293;0.0563672
24.09.1996;1000.3599;0.0565625
25.09.1996;1000.7151;0.055625
26.09.1996;1001.0751;0.0555078
27.09.1996;1001.5786;0.05625
30.09.1996;1003.2134;0.05625
01.10.1996;1005.8006;0.0563281
02.10.1996;1013.1622;0.05625
03.10.1996;1011.3769;0.0560547
04.10.1996;1024.0756;0.0559766
07.10.1996;1026.865;0.0553125
08.10.1996;1023.1591;0.0553125
09.10.1996;1017.6188;0.0553125
10.10.1996;1014.5963;0.0553125
11.10.1996;1023.4333;0.055625
14.10.1996;1027.64;0.0553125
15.10.1996;1026.2323;0.0553516
16.10.1996;1029.0033;0.0553516
17.10.1996;1032.8471;0.0553516
18.10.1996;1038.4577;0.0552734
21.10.1996;1037.0429;0.0553125
22.10.1996;1032.251;0.0553125
23.10.1996;1033.3121;0.0553125
24.10.1996;1026.0403;0.0553125
25.10.1996;1024.0387;0.0553125
28.10.1996;1018.6915;0.0553125
29.10.1996;1025.0081;0.0553125
30.10.1996;1024.3797;0.055
31.10.1996;1030.8656;0.055
01.11.1996;1028.8051;0.055
04.11.1996;1033.2279;0.055
05.11.1996;1044.0621;0.055
06.11.1996;1059.5496;0.055
07.11.1996;1064.2389;0.055
08.11.1996;1068.97;0.055
11.11.1996;1070.5059;0.055
12.11.1996;1067.2532;0.055
13.11.1996;1069.8261;0.055
14.11.1996;1076.8752;0.055
15.11.1996;1079.4957;0.055
18.11.1996;1078.7023;0.055
19.11.1996;1086.2429;0.055
20.11.1996;1089.061;0.055
21.11.1996;1087.3281;0.055
22.11.1996;1096.1011;0.055
25.11.1996;1108.3025;0.055
26.11.1996;1106.9889;0.055
27.11.1996;1105.7773;0.055
28.11.1996;1105.7773;0.055
29.11.1996;1108.7794;0.055
02.12.1996;1108.1261;0.055
03.12.1996;1096.017;0.055
04.12.1996;1091.6478;0.055
05.12.1996;1090.7203;0.055
06.12.1996;1083.799;0.0554688
09.12.1996;1098.7757;0.0553516
10.12.1996;1095.4564;0.0553125
11.12.1996;1085.6318;0.0553125
12.12.1996;1069.235;0.0553516
13.12.1996;1068.2349;0.0555078
16.12.1996;1057.0427;0.0554297
17.12.1996;1064.4612;0.055625
18.12.1996;1072.5688;0.0558203
19.12.1996;1093.459;0.0559375
20.12.1996;1098.0457;0.0559375
23.12.1996;1095.1874;0.0559375
24.12.1996;1101.2579;0.0559375
25.12.1996;1101.2579;0.0559375
26.12.1996;1108.2816;0.0559375
27.12.1996;1110.1713;0.0561719
30.12.1996;1105.8791;0.055625
31.12.1996;1086.7877;0.055625
01.01.1997;1086.7877;0.055625
02.01.1997;1081.3755;0.055625
03.01.1997;1097.5716;0.055625
06.01.1997;1097.0314;0.055625
07.01.1997;1105.2884;0.055625
08.01.1997;1098.5109;0.055625
09.01.1997;1107.9885;0.055625
10.01.1997;1114.8139;0.055625
13.01.1997;1114.8894;0.0559375
14.01.1997;1128.6195;0.0559375
15.01.1997;1126.1994;0.055625
16.01.1997;1129.9787;0.055625
17.01.1997;1139.4525;0.055625
20.01.1997;1140.2306;0.055625
21.01.1997;1149.0705;0.055625
22.01.1997;1154.309;0.055625
23.01.1997;1141.5973;0.055625
24.01.1997;1131.2613;0.055625
27.01.1997;1123.1863;0.055625
28.01.1997;1123.2745;0.055625
29.01.1997;1134.4718;0.055625
30.01.1997;1151.7415;0.055625
31.01.1997;1154.6659;0.055625
03.02.1997;1155.6131;0.055625
04.02.1997;1159.417;0.055625
05.02.1997;1143.4819;0.055625
06.02.1997;1146.5893;0.0554688
07.02.1997;1160.4335;0.0554297
10.02.1997;1154.4093;0.0551172
11.02.1997;1160.5271;0.0550391
12.02.1997;1180.2135;0.0550781
13.02.1997;1193.6522;0.0550391
14.02.1997;1188.7795;0.0549609
17.02.1997;1188.7795;0.0547266
18.02.1997;1200.5015;0.0547656
19.02.1997;1195.0385;0.0546875
20.02.1997;1180.846;0.0547266
21.02.1997;1179.3532;0.0547266
24.02.1997;1191.8778;0.0547656
25.02.1997;1194.5645;0.0548438
26.02.1997;1185.3343;0.055
27.02.1997;1169.9414;0.0553906
28.02.1997;1163.7161;0.0553906
03.03.1997;1170.3363;0.0554688
04.03.1997;1164.0898;0.0555469
05.03.1997;1180.7273;0.055625
06.03.1997;1175.8238;0.055625
07.03.1997;1185.2699;0.055625
10.03.1997;1198.0734;0.055625
11.03.1997;1194.6928;0.055625
12.03.1997;1184.542;0.055625
13.03.1997;1163.1224;0.055625
14.03.1997;1168.4493;0.0559766
17.03.1997;1172.2433;0.0559766
18.03.1997;1163.3513;0.05625
19.03.1997;1157.6369;0.05625
20.03.1997;1153.1012;0.0564063
21.03.1997;1155.2492;0.0571875
24.03.1997;1165.2767;0.0573828
25.03.1997;1162.7037;0.0575
26.03.1997;1165.0892;0.0576172
27.03.1997;1140.6067;0.0577344
28.03.1997;1140.6067;0.0577344
31.03.1997;1115.9045;0.0577344
01.04.1997;1119.6213;0.058125
02.04.1997;1105.7752;0.058125
03.04.1997;1106.0939;0.058125
04.04.1997;1117.2944;0.058125
07.04.1997;1123.5419;0.0581641
08.04.1997;1129.7522;0.0581641
09.04.1997;1121.6762;0.058125
10.04.1997;1118.3718;0.0581641
11.04.1997;1087.9348;0.0581641
14.04.1997;1096.9038;0.0584375
15.04.1997;1113.1126;0.0585156
16.04.1997;1126.1845;0.0584375
17.04.1997;1123.6296;0.0584375
18.04.1997;1130.3704;0.0583594
21.04.1997;1121.5668;0.0583203
22.04.1997;1142.5712;0.0583594
23.04.1997;1141.1826;0.0582813
24.04.1997;1137.5734;0.0583984
25.04.1997;1129.003;0.0585156
28.04.1997;1140.3442;0.0585156
29.04.1997;1171.5098;0.0585938
30.04.1997;1182.4906;0.0581641
01.05.1997;1178.5067;0.058125
02.05.1997;1199.8213;0.0582031
05.05.1997;1225.3889;0.0582031
06.05.1997;1221.8281;0.0581641
07.05.1997;1204.0859;0.0581641
08.05.1997;1210.9627;0.0584375
09.05.1997;1217.9642;0.058125
12.05.1997;1237.0322;0.058125
13.05.1997;1230.5611;0.058125
14.05.1997;1235.0371;0.058125
15.05.1997;1244.0473;0.058125
16.05.1997;1226.3456;0.0581641
19.05.1997;1231.5702;0.0583984
20.05.1997;1244.0663;0.05875
21.05.1997;1240.7843;0.058125
22.05.1997;1235.354;0.058125
23.05.1997;1252.1817;0.0580469
26.05.1997;1252.1817;0.0580469
27.05.1997;1256.1551;0.058125
28.05.1997;1252.6753;0.058125
29.05.1997;1248.235;0.058125
30.05.1997;1254.4801;0.058125
02.06.1997;1251.6562;0.058125
03.06.1997;1250.3754;0.058125
04.06.1997;1242.7262;0.058125
05.06.1997;1247.7954;0.058125
06.06.1997;1269.4297;0.058125
09.06.1997;1276.7244;0.0580859
10.06.1997;1280.2388;0.058125
11.06.1997;1286.8333;0.058125
12.06.1997;1307.6904;0.058125
13.06.1997;1322.1902;0.0578125
16.06.1997;1323.1705;0.0578125
17.06.1997;1323.9402;0.0578125
18.06.1997;1316.0658;0.0578125
19.06.1997;1329.325;0.0578125
20.06.1997;1330.3795;0.0578125
23.06.1997;1300.6759;0.0578125
24.06.1997;1326.9079;0.0578125
25.06.1997;1316.0784;0.0578125
26.06.1997;1308.502;0.0578125
27.06.1997;1313.8832;0.0578125
30.06.1997;1310.6848;0.0578125
01.07.1997;1319.5882;0.0580859
02.07.1997;1339.0167;0.0578125
03.07.1997;1358.1381;0.0578125
04.07.1997;1358.1381;0.0575
07.07.1997;1351.1562;0.0575
08.07.1997;1361.1545;0.0575
09.07.1997;1344.6158;0.0575
10.07.1997;1353.9027;0.0575
11.07.1997;1358.3895;0.0575
14.07.1997;1360.9087;0.0575
15.07.1997;1371.8466;0.0575
16.07.1997;1387.9888;0.0575
17.07.1997;1380.6306;0.0574609
18.07.1997;1356.4749;0.0575
21.07.1997;1352.9809;0.0575
22.07.1997;1384.1623;0.0575
23.07.1997;1388.0197;0.0571875
24.07.1997;1393.5728;0.0571875
25.07.1997;1391.3349;0.0571875
28.07.1997;1387.8705;0.0571875
29.07.1997;1396.6655;0.0571875
30.07.1997;1411.7502;0.0571875
31.07.1997;1414.9099;0.0570703
01.08.1997;1404.3627;0.056875
04.08.1997;1409.0715;0.0571875
05.08.1997;1412.156;0.0571875
06.08.1997;1424.071;0.0571875
07.08.1997;1410.62;0.0571875
08.08.1997;1384.4492;0.0571875
11.08.1997;1389.9506;0.0575
12.08.1997;1374.4918;0.0575
13.08.1997;1368.0993;0.0575
14.08.1997;1372.2231;0.0574219
15.08.1997;1336.7384;0.0573828
18.08.1997;1354.2372;0.0571875
19.08.1997;1374.3253;0.0571875
20.08.1997;1394.3325;0.0571875
21.08.1997;1373.1337;0.0571875
22.08.1997;1370.9185;0.0571875
25.08.1997;1365.889;0.0571875
26.08.1997;1355.3118;0.0572266
27.08.1997;1356.4953;0.0572656
28.08.1997;1341.7975;0.0573438
29.08.1997;1335.6021;0.0571875
01.09.1997;1335.6021;0.0572266
02.09.1997;1377.3689;0.0571875
03.09.1997;1378.1493;0.0571875
04.09.1997;1382.6525;0.0571875
05.09.1997;1380.0211;0.0571875
08.09.1997;1383.3015;0.0571875
09.09.1997;1386.9049;0.0571875
10.09.1997;1365.2794;0.0571875
11.09.1997;1356.1415;0.0571875
12.09.1997;1372.9973;0.0571875
15.09.1997;1367.1276;0.0571875
16.09.1997;1405.5802;0.0571875
17.09.1997;1401.7526;0.0571875
18.09.1997;1408.1923;0.0571875
19.09.1997;1413.0043;0.0571875
22.09.1997;1420.3456;0.0571875
23.09.1997;1415.1456;0.0571875
24.09.1997;1404.0983;0.0571875
25.09.1997;1394.3384;0.0571875
26.09.1997;1405.6542;0.0571875
29.09.1997;1417.7583;0.0577734
30.09.1997;1408.7461;0.0576953
01.10.1997;1420.9615;0.0577344
02.10.1997;1428.5394;0.0575781
03.10.1997;1435.3629;0.0575
06.10.1997;1446.7567;0.0571875
07.10.1997;1462.3438;0.0571875
08.10.1997;1448.9339;0.0571875
09.10.1997;1444.1844;0.0575
10.10.1997;1438.8454;0.0575
13.10.1997;1440.5119;0.0575781
14.10.1997;1443.7565;0.0575391
15.10.1997;1436.9982;0.0575391
16.10.1997;1421.4233;0.0577344
17.10.1997;1404.9507;0.0578125
20.10.1997;1422.0041;0.0580859
21.10.1997;1446.8137;0.058125
22.10.1997;1441.2648;0.058125
23.10.1997;1414.7951;0.058125
24.10.1997;1401.3271;0.058125
27.10.1997;1305.1165;0.0578125
28.10.1997;1371.8761;0.0575
29.10.1997;1368.1923;0.0578125
30.10.1997;1345.3821;0.0575
31.10.1997;1361.6838;0.0575
03.11.1997;1398.0115;0.0575
04.11.1997;1400.6618;0.0575
05.11.1997;1403.8436;0.0577344
06.11.1997;1396.9092;0.0577734
07.11.1997;1381.5555;0.0576172
10.11.1997;1372.1759;0.0578125
11.11.1997;1376.1235;0.058125
12.11.1997;1349.8876;0.05875
13.11.1997;1365.931;0.05875
14.11.1997;1383.4323;0.05875
17.11.1997;1410.0782;0.05875
18.11.1997;1398.3617;0.05875
19.11.1997;1408.0549;0.05875
20.11.1997;1429.5196;0.05875
21.11.1997;1435.6656;0.05875
24.11.1997;1411.2302;0.05875
25.11.1997;1417.5712;0.05875
26.11.1997;1419.0851;0.05875
27.11.1997;1419.0851;0.0587891
28.11.1997;1424.7292;0.0590234
01.12.1997;1453.6571;0.0590625
02.12.1997;1449.065;0.0591797
03.12.1997;1457.0146;0.059375
04.12.1997;1451.5914;0.059375
05.12.1997;1467.5491;0.0590625
08.12.1997;1465.533;0.059375
09.12.1997;1455.7028;0.059375
